run,encoder,train_dataset,eval_dataset,split,variant,epoch,step,checkpoint,eval_rows,tp,fp,fn,biored_precision,biored_recall,biored_f1,micro_f1_all_classes,macro_f1_all_classes,negative_discrimination_f1
relations-bert-2026-07-01_18-38-41_BioRed_micro,NeuML/pubmedbert-base-embeddings,BioRed,BioRed,Dev,full_norelation,4,2088,relations-bert-2026-07-01_18-38-41_BioRed_micro/checkpoint-2088,9068,720,1720,442,0.2950819672131147,0.6196213425129088,0.3997779011660188,0.7920158800176444,0.4672122472509485,0.5530260966129927
relations-bert-2026-07-01_18-38-41_BioRed_micro,NeuML/pubmedbert-base-embeddings,BioRed,BioRed,Dev,matched_norelation,5,2610,relations-bert-2026-07-01_18-38-41_BioRed_micro/checkpoint-2610,2323,714,481,448,0.597489539748954,0.6144578313253012,0.6058549002969877,0.720619888075764,0.4619135476524734,0.8434450572761985
relations-bert-2026-07-01_18-38-41_BioRed_micro,NeuML/pubmedbert-base-embeddings,BioRed,BioRed,Dev,full_norelation,5,2610,relations-bert-2026-07-01_18-38-41_BioRed_micro/checkpoint-2610,9068,714,1780,448,0.2862870890136327,0.6144578313253012,0.3905908096280087,0.7851786501985002,0.3398667247831043,0.5437636761487965
relations-bert-2026-07-01_18-38-41_BioRed_micro,NeuML/pubmedbert-base-embeddings,BioRed,BioRed,Dev,matched_norelation,6,3132,relations-bert-2026-07-01_18-38-41_BioRed_micro/checkpoint-3132,2323,697,492,465,0.5862068965517241,0.5998278829604131,0.5929391748192258,0.7124408092983211,0.4885130306599362,0.8387920034028072
relations-bert-2026-07-01_18-38-41_BioRed_micro,NeuML/pubmedbert-base-embeddings,BioRed,BioRed,Dev,full_norelation,6,3132,relations-bert-2026-07-01_18-38-41_BioRed_micro/checkpoint-3132,9068,697,1842,465,0.2745175265852698,0.5998278829604131,0.3766549581194272,0.7774591971768857,0.362729273561447,0.5328289651445556
relations-bert-2026-07-01_18-38-41_BioRed_micro,NeuML/pubmedbert-base-embeddings,BioRed,BioRed,Dev,matched_norelation,7,3654,relations-bert-2026-07-01_18-38-41_BioRed_micro/checkpoint-3654,2323,742,475,420,0.6096959737058341,0.6385542168674698,0.6237915090374107,0.7343951786482996,0.6215051514191384,0.8575031525851198
relations-bert-2026-07-01_18-38-41_BioRed_micro,NeuML/pubmedbert-base-embeddings,BioRed,BioRed,Dev,full_norelation,7,3654,relations-bert-2026-07-01_18-38-41_BioRed_micro/checkpoint-3654,9068,742,1729,420,0.3002832861189802,0.6385542168674698,0.4084778420038536,0.7936700485222762,0.4371252439599303,0.5615194054500413
relations-bert-2026-07-01_18-38-41_BioRed_micro,NeuML/pubmedbert-base-embeddings,BioRed,BioRed,Dev,matched_norelation,8,4176,relations-bert-2026-07-01_18-38-41_BioRed_micro/checkpoint-4176,2323,745,458,417,0.6192851205320034,0.6411359724612736,0.6300211416490485,0.7348256564786914,0.5881170571059054,0.8490486257928117
relations-bert-2026-07-01_18-38-41_BioRed_micro,NeuML/pubmedbert-base-embeddings,BioRed,BioRed,Dev,full_norelation,8,4176,relations-bert-2026-07-01_18-38-41_BioRed_micro/checkpoint-4176,9068,745,1771,417,0.2961049284578696,0.6411359724612736,0.4051114736269712,0.787273930304367,0.3987612906113091,0.5459488852637302
relations-bert-2026-07-01_18-38-41_BioRed_micro,NeuML/pubmedbert-base-embeddings,BioRed,BioRed,Dev,matched_norelation,9,4698,relations-bert-2026-07-01_18-38-41_BioRed_micro/checkpoint-4698,2323,719,446,443,0.6171673819742489,0.6187607573149742,0.6179630425440481,0.7313818338355574,0.5491022897450608,0.8457241082939407
relations-bert-2026-07-01_18-38-41_BioRed_micro,NeuML/pubmedbert-base-embeddings,BioRed,BioRed,Dev,full_norelation,9,4698,relations-bert-2026-07-01_18-38-41_BioRed_micro/checkpoint-4698,9068,719,1602,443,0.3097802671262387,0.6187607573149742,0.4128624748779787,0.803705337450375,0.4003277184682726,0.5650301464254953
relations-bert-2026-07-01_18-38-41_BioRed_micro,NeuML/pubmedbert-base-embeddings,BioRed,BioRed,Dev,matched_norelation,10,5220,relations-bert-2026-07-01_18-38-41_BioRed_micro/checkpoint-5220,2323,715,446,447,0.615848406546081,0.6153184165232358,0.6155832974601809,0.7322427894963409,0.539470023909286,0.848902281532501
relations-bert-2026-07-01_18-38-41_BioRed_micro,NeuML/pubmedbert-base-embeddings,BioRed,BioRed,Dev,full_norelation,10,5220,relations-bert-2026-07-01_18-38-41_BioRed_micro/checkpoint-5220,9068,715,1598,447,0.3091223519239083,0.6153184165232358,0.4115107913669065,0.8043670048522276,0.3980852783835398,0.5674820143884892
relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro,NeuML/pubmedbert-base-embeddings,BioRedPerturbated,BioRedPerturbated,Dev,matched_norelation,1,476,relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro/checkpoint-476,2227,548,602,566,0.4765217391304348,0.4919210053859964,0.4840989399293286,0.6192186798383476,0.2939404175757171,0.7667844522968199
relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro,NeuML/pubmedbert-base-embeddings,BioRedPerturbated,BioRedPerturbated,Dev,matched_norelation,2,952,relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro/checkpoint-952,2227,631,599,483,0.5130081300813009,0.566427289048474,0.53839590443686,0.651549169286035,0.3390964583685227,0.7994880546075085
relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro,NeuML/pubmedbert-base-embeddings,BioRedPerturbated,BioRedPerturbated,Dev,matched_norelation,3,1428,relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro/checkpoint-1428,2227,543,335,571,0.6184510250569476,0.4874326750448833,0.5451807228915663,0.6847777278850471,0.4206009689487585,0.75
relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro,NeuML/pubmedbert-base-embeddings,BioRedPerturbated,BioRedPerturbated,Dev,matched_norelation,4,1904,relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro/checkpoint-1904,2227,684,595,430,0.5347928068803753,0.6140035906642729,0.571667363142499,0.6627750336775932,0.4306996029601945,0.8006686167989971
relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro,NeuML/pubmedbert-base-embeddings,BioRedPerturbated,BioRedPerturbated,Dev,matched_norelation,5,2380,relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro/checkpoint-2380,2227,610,414,504,0.595703125,0.547576301615799,0.5706267539756783,0.6910642119443197,0.4099341910413182,0.78578110383536
relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro,NeuML/pubmedbert-base-embeddings,BioRedPerturbated,BioRedPerturbated,Dev,matched_norelation,6,2856,relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro/checkpoint-2856,2227,620,421,494,0.595581171950048,0.5565529622980251,0.5754060324825986,0.688819039066008,0.3992134372645085,0.7814385150812064
relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro,NeuML/pubmedbert-base-embeddings,BioRedPerturbated,BioRedPerturbated,Dev,matched_norelation,7,3332,relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro/checkpoint-3332,2227,659,458,455,0.5899731423455685,0.5915619389587073,0.590766472433886,0.6919622810956444,0.468446058757058,0.7942626624831913
relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro,NeuML/pubmedbert-base-embeddings,BioRedPerturbated,BioRedPerturbated,Dev,matched_norelation,8,3808,relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro/checkpoint-3808,2227,643,431,471,0.5986964618249534,0.5771992818671454,0.5877513711151737,0.699595868881904,0.4566508308465113,0.8007312614259597
relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro,NeuML/pubmedbert-base-embeddings,BioRedPerturbated,BioRedPerturbated,Dev,matched_norelation,9,4284,relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro/checkpoint-4284,2227,649,444,465,0.5937785910338518,0.5825852782764811,0.5881286814680562,0.694207453973956,0.4673935733324164,0.7947439963751698
relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro,NeuML/pubmedbert-base-embeddings,BioRedPerturbated,BioRedPerturbated,Dev,matched_norelation,10,4760,relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro/checkpoint-4760,2227,660,446,454,0.596745027124774,0.59245960502693,0.5945945945945945,0.6951055231252806,0.4790786509861422,0.7936936936936938
relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro,bioformers/bioformer-8L,BioRedPerturbated,BioRedPerturbated,Dev,matched_norelation,1,476,relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro/checkpoint-476,2227,426,396,688,0.5182481751824818,0.3824057450628366,0.4400826446280992,0.6138302649303996,0.2701268209311918,0.6714876033057852
relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro,bioformers/bioformer-8L,BioRedPerturbated,BioRedPerturbated,Dev,matched_norelation,2,952,relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro/checkpoint-952,2227,574,676,540,0.4592,0.5152603231597845,0.4856175972927241,0.6106870229007634,0.3332191170079033,0.7808798646362097
relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro,bioformers/bioformer-8L,BioRedPerturbated,BioRedPerturbated,Dev,matched_norelation,3,1428,relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro/checkpoint-1428,2227,417,263,697,0.6132352941176471,0.374326750448833,0.4648829431438127,0.6394252357431522,0.3459281375791642,0.6399108138238573
relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro,bioformers/bioformer-8L,BioRedPerturbated,BioRedPerturbated,Dev,matched_norelation,4,1904,relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro/checkpoint-1904,2227,576,566,538,0.5043782837127846,0.5170556552962298,0.5106382978723404,0.6362819937135159,0.3543099093025135,0.7712765957446809
relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro,bioformers/bioformer-8L,BioRedPerturbated,BioRedPerturbated,Dev,matched_norelation,5,2380,relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro/checkpoint-2380,2227,570,575,544,0.4978165938864629,0.5116696588868941,0.5046480743691899,0.6273013022002695,0.3890808089310265,0.7605135015493582
relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro,bioformers/bioformer-8L,BioRedPerturbated,BioRedPerturbated,Dev,matched_norelation,6,2856,relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro/checkpoint-2856,2227,560,517,554,0.5199628597957289,0.5026929982046678,0.511182108626198,0.6398742703188145,0.4038723360242761,0.7567320858055683
relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro,bioformers/bioformer-8L,BioRedPerturbated,BioRedPerturbated,Dev,matched_norelation,7,3332,relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro/checkpoint-3332,2227,561,502,553,0.5277516462841016,0.5035906642728905,0.5153881488286634,0.6439155814997755,0.4339433216538876,0.756086357372531
relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro,bioformers/bioformer-8L,BioRedPerturbated,BioRedPerturbated,Dev,matched_norelation,8,3808,relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro/checkpoint-3808,2227,551,507,563,0.5207939508506616,0.4946140035906642,0.507366482504604,0.6358329591378536,0.4234467148335327,0.7458563535911602
relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro,bioformers/bioformer-8L,BioRedPerturbated,BioRedPerturbated,Dev,matched_norelation,9,4284,relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro/checkpoint-4284,2227,567,519,547,0.5220994475138122,0.5089766606822262,0.5154545454545455,0.6439155814997755,0.3999994923372137,0.7636363636363638
relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro,bioformers/bioformer-8L,BioRedPerturbated,BioRedPerturbated,Dev,matched_norelation,10,4760,relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro/checkpoint-4760,2227,574,530,540,0.519927536231884,0.5152603231597845,0.5175834084761046,0.6425684777727885,0.3854235528638695,0.7646528403967539
relations-bert_bioformers-bioformer-8L_2026-07-01_22-52-43_BioRed_micro,bioformers/bioformer-8L,BioRed,BioRed,Dev,matched_norelation,1,522,relations-bert_bioformers-bioformer-8L_2026-07-01_22-52-43_BioRed_micro/checkpoint-522,2323,524,555,638,0.4856348470806302,0.4509466437177281,0.4676483712628291,0.6263452432199742,0.3197790632392561,0.7576974564926373
relations-bert_bioformers-bioformer-8L_2026-07-01_22-52-43_BioRed_micro,bioformers/bioformer-8L,BioRed,BioRed,Dev,full_norelation,1,522,relations-bert_bioformers-bioformer-8L_2026-07-01_22-52-43_BioRed_micro/checkpoint-522,9068,524,1895,638,0.2166184373708143,0.4509466437177281,0.2926556827701759,0.7565063961182179,0.2508261785346009,0.4741692264730523
relations-bert_bioformers-bioformer-8L_2026-07-01_22-52-43_BioRed_micro,bioformers/bioformer-8L,BioRed,BioRed,Dev,matched_norelation,2,1044,relations-bert_bioformers-bioformer-8L_2026-07-01_22-52-43_BioRed_micro/checkpoint-1044,2323,639,617,523,0.5087579617834395,0.5499139414802066,0.5285359801488834,0.6547567800258287,0.3327954334069476,0.8081058726220017
relations-bert_bioformers-bioformer-8L_2026-07-01_22-52-43_BioRed_micro,bioformers/bioformer-8L,BioRed,BioRed,Dev,full_norelation,2,1044,relations-bert_bioformers-bioformer-8L_2026-07-01_22-52-43_BioRed_micro/checkpoint-1044,9068,639,2440,523,0.2075349139330951,0.5499139414802066,0.3013440226361707,0.7105205116894574,0.2491536533485184,0.4607403914171186
relations-bert_bioformers-bioformer-8L_2026-07-01_22-52-43_BioRed_micro,bioformers/bioformer-8L,BioRed,BioRed,Dev,matched_norelation,3,1566,relations-bert_bioformers-bioformer-8L_2026-07-01_22-52-43_BioRed_micro/checkpoint-1566,2323,567,510,595,0.5264623955431755,0.4879518072289157,0.5064761054041983,0.6569091691777873,0.3884539959319673,0.7815989280928987
relations-bert_bioformers-bioformer-8L_2026-07-01_22-52-43_BioRed_micro,bioformers/bioformer-8L,BioRed,BioRed,Dev,full_norelation,3,1566,relations-bert_bioformers-bioformer-8L_2026-07-01_22-52-43_BioRed_micro/checkpoint-1566,9068,567,1690,595,0.2512184315463004,0.4879518072289157,0.3316759286341035,0.7819805910895457,0.3153829579935499,0.5118455688797894
relations-bert_bioformers-bioformer-8L_2026-07-01_22-52-43_BioRed_micro,bioformers/bioformer-8L,BioRed,BioRed,Dev,matched_norelation,4,2088,relations-bert_bioformers-bioformer-8L_2026-07-01_22-52-43_BioRed_micro/checkpoint-2088,2323,632,551,530,0.5342349957734573,0.5438898450946644,0.5390191897654585,0.6681015927679724,0.427547171760014,0.8034115138592751
relations-bert_bioformers-bioformer-8L_2026-07-01_22-52-43_BioRed_micro,bioformers/bioformer-8L,BioRed,BioRed,Dev,full_norelation,4,2088,relations-bert_bioformers-bioformer-8L_2026-07-01_22-52-43_BioRed_micro/checkpoint-2088,9068,632,1989,530,0.2411293399465852,0.5438898450946644,0.3341263547449115,0.7563961182179091,0.3217339536909689,0.4980174464710548
relations-bert_bioformers-bioformer-8L_2026-07-01_22-52-43_BioRed_micro,bioformers/bioformer-8L,BioRed,BioRed,Dev,matched_norelation,5,2610,relations-bert_bioformers-bioformer-8L_2026-07-01_22-52-43_BioRed_micro/checkpoint-2610,2323,633,587,529,0.5188524590163934,0.544750430292599,0.5314861460957179,0.6646577701248386,0.3900675566525391,0.8144416456759026
relations-bert_bioformers-bioformer-8L_2026-07-01_22-52-43_BioRed_micro,bioformers/bioformer-8L,BioRed,BioRed,Dev,full_norelation,5,2610,relations-bert_bioformers-bioformer-8L_2026-07-01_22-52-43_BioRed_micro/checkpoint-2610,9068,633,2099,529,0.2316983894582723,0.544750430292599,0.325115562403698,0.7473533303925893,0.2815607592633356,0.4982023626091422
relations-bert_bioformers-bioformer-8L_2026-07-01_22-52-43_BioRed_micro,bioformers/bioformer-8L,BioRed,BioRed,Dev,matched_norelation,6,3132,relations-bert_bioformers-bioformer-8L_2026-07-01_22-52-43_BioRed_micro/checkpoint-3132,2323,617,548,545,0.5296137339055794,0.5309810671256454,0.5302965191233346,0.6685320705983642,0.4324225073076699,0.8079071766222604
relations-bert_bioformers-bioformer-8L_2026-07-01_22-52-43_BioRed_micro,bioformers/bioformer-8L,BioRed,BioRed,Dev,full_norelation,6,3132,relations-bert_bioformers-bioformer-8L_2026-07-01_22-52-43_BioRed_micro/checkpoint-3132,9068,617,1925,545,0.2427222659323367,0.5309810671256454,0.3331533477321814,0.7632333480370533,0.3216027521498064,0.5075593952483802
relations-bert_bioformers-bioformer-8L_2026-07-01_22-52-43_BioRed_micro,bioformers/bioformer-8L,BioRed,BioRed,Dev,matched_norelation,7,3654,relations-bert_bioformers-bioformer-8L_2026-07-01_22-52-43_BioRed_micro/checkpoint-3654,2323,620,564,542,0.5236486486486487,0.5335628227194492,0.5285592497868712,0.6625053809728799,0.4049295314135985,0.80306905370844
relations-bert_bioformers-bioformer-8L_2026-07-01_22-52-43_BioRed_micro,bioformers/bioformer-8L,BioRed,BioRed,Dev,full_norelation,7,3654,relations-bert_bioformers-bioformer-8L_2026-07-01_22-52-43_BioRed_micro/checkpoint-3654,9068,620,2098,542,0.2281089036055923,0.5335628227194492,0.3195876288659794,0.7443758270842523,0.2955917148558696,0.4855670103092783
relations-bert_bioformers-bioformer-8L_2026-07-01_22-52-43_BioRed_micro,bioformers/bioformer-8L,BioRed,BioRed,Dev,matched_norelation,8,4176,relations-bert_bioformers-bioformer-8L_2026-07-01_22-52-43_BioRed_micro/checkpoint-4176,2323,579,516,583,0.5287671232876713,0.4982788296041308,0.5130704474966771,0.6612139474817047,0.4284656339542757,0.7895436420026584
relations-bert_bioformers-bioformer-8L_2026-07-01_22-52-43_BioRed_micro,bioformers/bioformer-8L,BioRed,BioRed,Dev,full_norelation,8,4176,relations-bert_bioformers-bioformer-8L_2026-07-01_22-52-43_BioRed_micro/checkpoint-4176,9068,579,1763,583,0.2472245943637916,0.4982788296041308,0.3304794520547945,0.7756947507719453,0.3289025590285557,0.5085616438356165
relations-bert_bioformers-bioformer-8L_2026-07-01_22-52-43_BioRed_micro,bioformers/bioformer-8L,BioRed,BioRed,Dev,matched_norelation,9,4698,relations-bert_bioformers-bioformer-8L_2026-07-01_22-52-43_BioRed_micro/checkpoint-4698,2323,612,534,550,0.5340314136125655,0.5266781411359724,0.5303292894280762,0.6698235040895394,0.416221582884092,0.8050259965337956
relations-bert_bioformers-bioformer-8L_2026-07-01_22-52-43_BioRed_micro,bioformers/bioformer-8L,BioRed,BioRed,Dev,full_norelation,9,4698,relations-bert_bioformers-bioformer-8L_2026-07-01_22-52-43_BioRed_micro/checkpoint-4698,9068,612,1893,550,0.2443113772455089,0.5266781411359724,0.3337878374693209,0.7655491839435378,0.3069657217124583,0.5066812107990183
relations-bert_bioformers-bioformer-8L_2026-07-01_22-52-43_BioRed_micro,bioformers/bioformer-8L,BioRed,BioRed,Dev,matched_norelation,10,5220,relations-bert_bioformers-bioformer-8L_2026-07-01_22-52-43_BioRed_micro/checkpoint-5220,2323,616,552,546,0.5273972602739726,0.5301204819277109,0.528755364806867,0.665518725785622,0.4125699082798318,0.8042918454935623
relations-bert_bioformers-bioformer-8L_2026-07-01_22-52-43_BioRed_micro,bioformers/bioformer-8L,BioRed,BioRed,Dev,full_norelation,10,5220,relations-bert_bioformers-bioformer-8L_2026-07-01_22-52-43_BioRed_micro/checkpoint-5220,9068,616,1974,546,0.2378378378378378,0.5301204819277109,0.3283582089552239,0.757498897220997,0.3010001520288861,0.4994669509594883
relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro,NeuML/pubmedbert-base-embeddings,BioRedPerturbated,BioRed,Test,matched_norelation,1,476,relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro/checkpoint-476,2326,568,640,595,0.47019867549668876,0.4883920894239037,0.47912273302404046,0.58469475494411,0.22085174201616672,0.7060312104597216
relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro,NeuML/pubmedbert-base-embeddings,BioRedPerturbated,BioRed,Test,full_norelation,1,476,relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro/checkpoint-476,10097,568,2455,595,0.18789282170029772,0.4883920894239037,0.2713807931199236,0.7245716549470139,0.18492348005805045,0.39990444338270426
relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro,NeuML/pubmedbert-base-embeddings,BioRedPerturbated,BioRed,Dev,matched_norelation,1,476,relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro/checkpoint-476,2323,572,721,590,0.4423820572312452,0.49225473321858865,0.4659877800407332,0.5828669823504089,0.28108161612938554,0.7446028513238289
relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro,NeuML/pubmedbert-base-embeddings,BioRedPerturbated,BioRed,Dev,full_norelation,1,476,relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro/checkpoint-476,9068,572,2467,590,0.18821980914774597,0.49225473321858865,0.2723161152106641,0.7005955006616674,0.2318571545267198,0.43513449178766966
relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro,NeuML/pubmedbert-base-embeddings,BioRedPerturbated,BioRed,Test,matched_norelation,2,952,relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro/checkpoint-952,2326,659,632,504,0.5104570100697134,0.5666380051590714,0.537082314588427,0.6203783319002579,0.3006288322541128,0.7432762836185819
relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro,NeuML/pubmedbert-base-embeddings,BioRedPerturbated,BioRed,Test,full_norelation,2,952,relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro/checkpoint-952,10097,659,2234,504,0.22779122018665746,0.5666380051590714,0.3249506903353057,0.7538872932554224,0.24540563667164722,0.4497041420118343
relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro,NeuML/pubmedbert-base-embeddings,BioRedPerturbated,BioRed,Dev,matched_norelation,2,952,relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro/checkpoint-952,2323,667,714,495,0.4829833454018827,0.5740103270223752,0.5245772709398349,0.623331898407232,0.3295299693774157,0.7872591427447896
relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro,NeuML/pubmedbert-base-embeddings,BioRedPerturbated,BioRed,Dev,full_norelation,2,952,relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro/checkpoint-952,9068,667,2442,495,0.21453843679639756,0.5740103270223752,0.31233903067197377,0.7129466254962505,0.2525362365187865,0.4687426832123624
relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro,NeuML/pubmedbert-base-embeddings,BioRedPerturbated,BioRed,Test,matched_norelation,3,1428,relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro/checkpoint-1428,2326,532,416,631,0.5611814345991561,0.45743766122098023,0.5040265277119848,0.6380051590713671,0.3346209987692028,0.6982472761724301
relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro,NeuML/pubmedbert-base-embeddings,BioRedPerturbated,BioRed,Test,full_norelation,3,1428,relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro/checkpoint-1428,10097,532,1277,631,0.2940851299060254,0.45743766122098023,0.3580080753701211,0.831336040408042,0.3079918311405364,0.4959623149394347
relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro,NeuML/pubmedbert-base-embeddings,BioRedPerturbated,BioRed,Dev,matched_norelation,3,1428,relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro/checkpoint-1428,2323,586,410,576,0.5883534136546185,0.504302925989673,0.5430954587581094,0.6741282823934568,0.406091947812551,0.7553290083410564
relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro,NeuML/pubmedbert-base-embeddings,BioRedPerturbated,BioRed,Dev,full_norelation,3,1428,relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro/checkpoint-1428,9068,586,1234,576,0.321978021978022,0.504302925989673,0.39302481556002683,0.8256506396118218,0.35111561367625643,0.5466130114017438
relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro,NeuML/pubmedbert-base-embeddings,BioRedPerturbated,BioRed,Test,matched_norelation,4,1904,relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro/checkpoint-1904,2326,758,620,405,0.5500725689404935,0.6517626827171109,0.5966155057064148,0.6560619088564058,0.47387316975532795,0.773711137347501
relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro,NeuML/pubmedbert-base-embeddings,BioRedPerturbated,BioRed,Test,full_norelation,4,1904,relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro/checkpoint-1904,10097,758,2386,405,0.2410941475826972,0.6517626827171109,0.3519851404690039,0.7458651084480539,0.3702478101468467,0.45646621778500124
relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro,NeuML/pubmedbert-base-embeddings,BioRedPerturbated,BioRed,Dev,matched_norelation,4,1904,relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro/checkpoint-1904,2323,737,700,425,0.5128740431454419,0.6342512908777969,0.5671412081569834,0.6457167455876023,0.40649740850174987,0.7995382839553675
relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro,NeuML/pubmedbert-base-embeddings,BioRedPerturbated,BioRed,Dev,full_norelation,4,1904,relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro/checkpoint-1904,9068,737,2497,425,0.22789115646258504,0.6342512908777969,0.33530482256596905,0.7110719011910013,0.28663847988283386,0.47270245677888995
relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro,NeuML/pubmedbert-base-embeddings,BioRedPerturbated,BioRed,Test,matched_norelation,5,2380,relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro/checkpoint-2380,2326,636,448,527,0.5867158671586716,0.5468615649183147,0.5660881174899867,0.6702493551160791,0.4825195744083868,0.7512238540275924
relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro,NeuML/pubmedbert-base-embeddings,BioRedPerturbated,BioRed,Test,full_norelation,5,2380,relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro/checkpoint-2380,10097,636,1441,527,0.30621088107847855,0.5468615649183147,0.39259259259259255,0.8256907992473012,0.4233371915815573,0.5209876543209876
relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro,NeuML/pubmedbert-base-embeddings,BioRedPerturbated,BioRed,Dev,matched_norelation,5,2380,relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro/checkpoint-2380,2323,671,495,491,0.5754716981132075,0.5774526678141136,0.5764604810996563,0.6814464055101163,0.3781479336773146,0.7878006872852235
relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro,NeuML/pubmedbert-base-embeddings,BioRedPerturbated,BioRed,Dev,full_norelation,5,2380,relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro/checkpoint-2380,9068,671,1535,491,0.3041704442429737,0.5774526678141136,0.3984560570071259,0.803705337450375,0.31448863243023145,0.5445368171021377
relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro,NeuML/pubmedbert-base-embeddings,BioRedPerturbated,BioRed,Test,matched_norelation,6,2856,relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro/checkpoint-2856,2326,662,460,501,0.5900178253119429,0.5692175408426483,0.5794310722100655,0.6749785038693035,0.5671172332323842,0.7588621444201312
